frame_index,cam_a_ts_ms,cam_b_ts_ms,playback_time_ms,latency_a_ms,latency_b_ms,sync_error_ms
204,1776788891750,1776788895987,1776788896290,4540,303,4237
205,1776788891750,1776788896066,1776788896388,4638,322,4316
206,1776788891750,1776788896149,1776788896482,4732,333,4399
207,1776788891750,1776788896251,1776788896580,4830,329,4501
208,1776788891750,1776788896294,1776788896677,4927,383,4544
209,1776788891750,1776788896384,1776788896774,5024,390,4634
210,1776788891750,1776788896563,1776788896872,5122,309,4813
211,1776788891750,1776788896652,1776788896972,5222,320,4902
212,1776788891750,1776788896716,1776788897070,5320,354,4966
213,1776788891750,1776788896800,1776788897165,5415,365,5050
214,1776788891750,1776788896942,1776788897263,5513,321,5192
215,1776788891750,1776788896989,1776788897360,5610,371,5239
216,1776788891750,1776788897126,1776788897458,5708,332,5376
217,1776788891750,1776788897233,1776788897556,5806,323,5483
218,1776788891750,1776788897297,1776788897653,5903,356,5547
219,1776788891750,1776788897418,1776788897748,5998,330,5668
220,1776788891750,1776788897497,1776788897847,6097,350,5747
221,1776788891750,1776788897575,1776788897941,6191,366,5825
222,1776788891750,1776788897715,1776788898040,6290,325,5965
223,1776788891750,1776788897794,1776788898137,6387,343,6044
